1,1,1.0854333333333334E-4,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
31,2,0.0066553816666666665,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
32,1,0.006698448333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
32,2,0.0067646216666666665,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
33,1,0.006781656666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
33,2,0.006818655000000001,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
34,1,0.006843171666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
34,2,0.006885816666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
35,1,0.006911238333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
35,2,0.00701024,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
36,1,0.007076691666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
36,2,0.007317481666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
37,1,0.007349876666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
37,2,0.007395573333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
38,1,0.0074197483333333335,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
38,2,0.0074612183333333335,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
39,1,0.007547965,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
39,2,0.007607279999999999,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
40,1,0.007641616666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
40,2,0.007707273333333334,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
41,1,0.007764523333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
41,2,0.00792408,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
42,1,0.007949583333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
42,2,0.008020095,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
43,1,0.00810448,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
43,2,0.008210813333333334,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
44,1,0.00825827,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
44,2,0.008378765,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
45,1,0.008531088333333332,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
45,2,0.008669203333333332,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
46,1,0.008767251666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
46,2,0.008845065000000001,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
47,1,0.009037433333333334,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
47,2,0.009083676666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
48,1,0.009106531666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
48,2,0.009182496666666668,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
49,1,0.009326386666666665,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
49,2,0.009388435,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
50,1,0.009535516666666665,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
50,2,0.009640513333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
51,1,0.009665121666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
51,2,0.00978425,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
52,1,0.009848876666666668,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
52,2,0.009900465,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
53,1,0.010218358333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
53,2,0.010335163333333335,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
54,1,0.010371148333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
54,2,0.010417606666666666,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
55,1,0.010463493333333332,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
55,2,0.01053428,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
56,1,0.010750991666666666,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
56,2,0.010888166666666668,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
57,1,0.010915900000000001,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
57,2,0.010985513333333334,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
58,1,0.011169266666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
58,2,0.011284088333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
59,1,0.011302543333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
59,2,0.01147634,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
60,1,0.012340526666666666,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
60,2,0.01258804,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
61,1,0.013202849999999999,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
61,2,0.013711905,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
62,1,0.013870723333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
62,2,0.014214593333333332,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
63,1,0.014577123333333334,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
63,2,0.014815535,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
64,1,0.015510119999999999,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
64,2,0.015782956666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
65,1,0.01589429,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
65,2,0.015998278333333334,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
66,1,0.016058825000000002,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
66,2,0.016154393333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
67,1,0.016226471666666666,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
67,2,0.016644795,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
68,1,0.01669327166666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
68,2,0.01683332,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
69,1,0.017103495,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
69,2,0.017244655,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
70,1,0.017288336666666668,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
70,2,0.017386016666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
71,1,0.017461683333333332,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
71,2,0.017583955,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
72,1,0.017633678333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
72,2,0.017718538333333332,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
73,1,0.017823128333333334,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
73,2,0.018162976666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
74,1,0.018347023333333334,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
74,2,0.018409824999999998,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
75,1,0.01845283,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
75,2,0.018528986666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
76,1,0.018589626666666668,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
76,2,0.018682021666666666,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
77,1,0.018775758333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
77,2,0.018924876666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
78,1,0.018956530000000003,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
78,2,0.019061505,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
79,1,0.01910355,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
79,2,0.019232268333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
80,1,0.019329465,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
80,2,0.01946705166666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
81,1,0.01953437833333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
81,2,0.01961342,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
82,1,0.019647083333333332,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
82,2,0.019723831666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
83,1,0.01975576,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
83,2,0.019808074999999998,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
84,1,0.019893425000000003,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
84,2,0.02007368333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
85,1,0.02011794166666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
85,2,0.020177986666666665,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
86,1,0.020214901666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
86,2,0.020277933333333335,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
87,1,0.020368045,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
87,2,0.020825305000000002,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
88,1,0.020877423333333332,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
88,2,0.020951371666666666,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
89,1,0.020990558333333336,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
89,2,0.021059898333333334,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
90,1,0.021135934999999998,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
90,2,0.021202028333333334,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
91,1,0.021243101666666667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
91,2,0.021426558333333335,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
92,1,0.021585871666666666,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
92,2,0.021709428333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
93,1,0.02179026,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
93,2,0.021832541666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
94,1,0.021853653333333334,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
94,2,0.021902553333333335,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
95,1,0.02194667,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
95,2,0.022002771666666664,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
96,1,0.022041133333333334,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
96,2,0.02208481,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
97,1,0.02210603,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
97,2,0.022144213333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
98,1,0.022167365,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
98,2,0.02225659,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
99,1,0.022284001666666668,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
99,2,0.022329411666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
100,1,0.022356213333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
100,2,0.022405666666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
101,1,0.022434139999999998,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
101,2,0.022502079999999997,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
102,1,0.02253156,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
102,2,0.022683565000000003,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
103,1,0.022735844999999998,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
103,2,0.02286361,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
104,1,0.022895553333333332,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
104,2,0.022953345,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
105,1,0.023016856666666665,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
105,2,0.023144888333333332,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
106,1,0.023180243333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
106,2,0.02331289666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
107,1,0.023366498333333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
107,2,0.023452763333333335,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
108,1,0.023496625,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
108,2,0.023632505,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
109,1,0.023712851666666666,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
109,2,0.02392739333333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
110,1,0.024020028333333332,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
110,2,0.024101071666666665,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
111,1,0.024155566666666666,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
111,2,0.024269264999999998,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
112,1,0.024311186666666665,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
112,2,0.02440117666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
113,1,0.024466594999999997,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
113,2,0.02451661,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
114,1,0.024546158333333335,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
114,2,0.024627463333333332,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
115,1,0.024658765000000003,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
115,2,0.02472466833333333,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
116,1,0.024754485,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
116,2,0.02483968666666667,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
117,1,0.024909138333333334,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
117,2,0.024999948333333334,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
118,1,0.025062315,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
118,2,0.025132758333333335,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
119,1,0.025163286666666666,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
119,2,0.025209525,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
120,1,0.02523346,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
120,2,0.02530818,BraveCat@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
121,1,0.02535216833333333,Agent46@2,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
