1,1,1.1751833333333334E-4,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
74,2,0.008947475,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
75,1,0.00897631,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
75,2,0.009047316666666666,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
76,1,0.009093785,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
76,2,0.009121123333333333,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
77,1,0.0092505,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
77,2,0.009287358333333332,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
78,1,0.009310803333333334,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
78,2,0.009377308333333334,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
79,1,0.009544628333333333,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
79,2,0.009591313333333332,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
80,1,0.009629138333333334,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
80,2,0.009682345,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
81,1,0.009716029999999999,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
81,2,0.009760679999999999,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
82,1,0.009788956666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
82,2,0.009826558333333334,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
83,1,0.009854406666666668,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
83,2,0.009888003333333334,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
84,1,0.009931981666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
84,2,0.009969388333333332,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
85,1,0.009997478333333334,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
85,2,0.010035161666666665,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
86,1,0.010056531666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
86,2,0.010094143333333333,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
87,1,0.010131748333333333,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
87,2,0.010209996666666667,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
88,1,0.01024457,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
88,2,0.010273345,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
89,1,0.010297361666666668,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
89,2,0.01033773,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
90,1,0.010380536666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
90,2,0.010462168333333332,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
91,1,0.010502025,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
91,2,0.010551221666666666,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
92,1,0.010579995,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
92,2,0.010617703333333334,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
93,1,0.010653523333333333,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
93,2,0.01068873,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
94,1,0.01072075,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
94,2,0.010756898333333332,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
95,1,0.010781056666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
95,2,0.010818693333333332,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
96,1,0.010861728333333332,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
96,2,0.010902436666666666,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
97,1,0.010927875,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
97,2,0.010962158333333333,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
98,1,0.01100514,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
98,2,0.011049699999999999,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
99,1,0.011126124999999999,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
99,2,0.011206578333333333,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
100,1,0.011254848333333334,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
100,2,0.011345248333333334,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
101,1,0.011393056666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
101,2,0.011452765,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
102,1,0.011531511666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
102,2,0.011683263333333332,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
103,1,0.011721713333333333,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
103,2,0.011842195,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
104,1,0.011899096666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
104,2,0.011987328333333333,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
105,1,0.012033258333333333,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
105,2,0.012093621666666667,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
106,1,0.012166716666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
106,2,0.012242601666666667,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
107,1,0.012301426666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
107,2,0.012372435,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
108,1,0.012412781666666668,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
108,2,0.012511096666666667,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
109,1,0.012607408333333332,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
109,2,0.012665558333333334,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
110,1,0.012737928333333334,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
110,2,0.012823926666666667,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
111,1,0.012882285,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
111,2,0.012929175,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
112,1,0.013010658333333334,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
112,2,0.013065976666666666,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
113,1,0.013114811666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
113,2,0.01317977,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
114,1,0.013235625,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
114,2,0.013345959999999999,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
115,1,0.013414721666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
115,2,0.013514303333333333,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
116,1,0.013556436666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
116,2,0.013599971666666665,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
117,1,0.013649406666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
117,2,0.013710965,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
118,1,0.013763521666666667,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
118,2,0.013830685,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
119,1,0.01386568,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
119,2,0.013900069999999999,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
120,1,0.013956933333333334,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
120,2,0.013991263333333333,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
121,1,0.014029296666666666,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
121,2,0.01407606,KLH@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
122,1,0.01410349,Agent46@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
