1,1,2.71665E-4,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
19,2,0.002794553333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
20,1,0.00283424,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
20,2,0.0028667816666666664,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
21,1,0.002895636666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
21,2,0.002929975,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
22,1,0.002961503333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
22,2,0.0030463083333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
23,1,0.003082581666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
23,2,0.0031201999999999996,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
24,1,0.0032047566666666668,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
24,2,0.00323991,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
25,1,0.0032647383333333337,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
25,2,0.0033018633333333335,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
26,1,0.003333555,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
26,2,0.003367858333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
27,1,0.0034024316666666663,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
27,2,0.0034347283333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
28,1,0.003510651666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
28,2,0.00366052,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
29,1,0.0037062433333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
29,2,0.0037466766666666663,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
30,1,0.003778273333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
30,2,0.00381674,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
31,1,0.0038432233333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
31,2,0.0038900116666666664,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
32,1,0.003915393333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
32,2,0.003948211666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
33,1,0.003975433333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
33,2,0.0040037783333333335,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
34,1,0.004028873333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
34,2,0.004064635,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
35,1,0.004090203333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
35,2,0.004120761666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
36,1,0.004165701666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
36,2,0.004201975,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
37,1,0.004225685000000001,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
37,2,0.004278661666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
38,1,0.004315086666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
38,2,0.004357596666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
39,1,0.004488195,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
39,2,0.004528363333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
40,1,0.0046077,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
40,2,0.0048531,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
41,1,0.004899868333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
41,2,0.004942403333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
42,1,0.004991736666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
42,2,0.005031616666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
43,1,0.005060161666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
43,2,0.00512484,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
44,1,0.00518626,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
44,2,0.005224825,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
45,1,0.005252898333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
45,2,0.005290326666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
46,1,0.005328676666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
46,2,0.0053666799999999995,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
47,1,0.005414195,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
47,2,0.005462308333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
48,1,0.005507338333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
48,2,0.005591193333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
49,1,0.005657555,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
49,2,0.005711155,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
50,1,0.0057424066666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
50,2,0.005777656666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
51,1,0.0058328,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
51,2,0.00586542,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
52,1,0.005912026666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
52,2,0.005944130000000001,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
53,1,0.005976776666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
53,2,0.00601452,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
54,1,0.006045633333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
54,2,0.006091331666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
55,1,0.0061155283333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
55,2,0.006146298333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
56,1,0.006171236666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
56,2,0.006203161666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
57,1,0.006236375,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
57,2,0.006265871666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
58,1,0.006298243333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
58,2,0.0063323016666666666,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
59,1,0.006381189999999999,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
59,2,0.006405833333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
60,1,0.006435338333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
60,2,0.006470381666666666,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
61,1,0.006505313333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
61,2,0.006555528333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
62,1,0.006589273333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
62,2,0.006637031666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
63,1,0.0066764933333333335,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
63,2,0.006742566666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
64,1,0.006768634999999999,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
64,2,0.006806024999999999,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
65,1,0.006842325,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
65,2,0.00688383,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
66,1,0.006954475,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
66,2,0.0069862150000000005,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
67,1,0.0070144050000000005,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
67,2,0.007045350000000001,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
68,1,0.007072289999999999,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
68,2,0.007102551666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
69,1,0.0071249,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
69,2,0.007151648333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
70,1,0.007175288333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
70,2,0.007205953333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
71,1,0.0072335766666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
71,2,0.007273595,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
72,1,0.007307608333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
72,2,0.007359500000000001,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
73,1,0.007454378333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
73,2,0.007510825,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
74,1,0.007559148333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
74,2,0.007616568333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
75,1,0.007647993333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
75,2,0.007674881666666666,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
76,1,0.00769802,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
76,2,0.007725566666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
77,1,0.007763651666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
77,2,0.0077910133333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
78,1,0.007817010000000001,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
78,2,0.00784642,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
79,1,0.007875146666666668,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
79,2,0.007906641666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
80,1,0.007933176666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
80,2,0.007958813333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
81,1,0.008124535,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
81,2,0.008152573333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
82,1,0.008184128333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
82,2,0.008221545,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
83,1,0.008258468333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
83,2,0.008287583333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
84,1,0.008334393333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
84,2,0.008397216666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
85,1,0.008482626666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
85,2,0.008523196666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
86,1,0.008571976666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
86,2,0.00861827,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
87,1,0.00864748,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
87,2,0.008673779999999999,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
88,1,0.008703285,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
88,2,0.008736711666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
89,1,0.008762319999999999,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
89,2,0.008791608333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
90,1,0.008824496666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
90,2,0.008917066666666668,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
91,1,0.008946359999999999,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
91,2,0.008982771666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
92,1,0.00901594,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
92,2,0.009049604999999999,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
93,1,0.009085659999999999,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
93,2,0.009149231666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
94,1,0.009184298333333334,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
94,2,0.009242479999999999,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
95,1,0.009278566666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
95,2,0.009318121666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
96,1,0.00935639,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
96,2,0.009396571666666666,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
97,1,0.009436245000000001,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
97,2,0.009477296666666666,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
98,1,0.00949785,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
98,2,0.009536655,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
99,1,0.009567221666666665,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
99,2,0.009602048333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
100,1,0.009636773333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
100,2,0.00968526,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
101,1,0.00971819,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
101,2,0.009752583333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
102,1,0.009780963333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
102,2,0.009818261666666666,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
103,1,0.009843948333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
103,2,0.009877335,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
104,1,0.009932661666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
104,2,0.009987848333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
105,1,0.01007666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
105,2,0.010130593333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
106,1,0.010165256666666667,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
106,2,0.010209635,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
107,1,0.010244033333333335,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
107,2,0.010301973333333332,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
108,1,0.010362978333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
108,2,0.010423643333333335,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
109,1,0.010456980000000001,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
109,2,0.010489796666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
110,1,0.01051453,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
110,2,0.0105679,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
111,1,0.010592170000000001,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
111,2,0.010621548333333335,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
112,1,0.010649125,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
112,2,0.010678896666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
113,1,0.010702095,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
113,2,0.010733921666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
114,1,0.010769599999999999,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
114,2,0.010806946666666668,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
115,1,0.010839675,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
115,2,0.010865823333333333,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
116,1,0.010889936666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
116,2,0.010912473333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
117,1,0.010932533333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
117,2,0.010954961666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
118,1,0.010983665,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
118,2,0.011009441666666666,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
119,1,0.011031715,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
119,2,0.011063038333333334,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
120,1,0.011101815,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
120,2,0.0111358,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
121,1,0.011163523333333333,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
121,2,0.011192156666666668,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
122,1,0.011217976666666666,Agent46@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
122,2,0.011255221666666667,KLH@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
